time,value,slope
34.40, 286, -0.27
34.42, 286, -0.25
34.44, 286, -0.22
34.46, 285, -0.22
34.48, 286, -0.23
34.50, 286, -0.23
34.52, 286, -0.24
34.54, 285, -0.28
34.56, 302, 0.27
34.58, 320, 1.36
34.60, 333, 2.91
34.62, 308, 3.61
34.64, 301, 4.09
34.66, 299, 4.50
34.67, 292, 4.70
34.69, 299, 5.14
34.71, 303, 5.72
34.73, 308, 6.46
34.75, 300, 6.92
34.77, 303, 7.46
34.79, 303, 8.01
34.81, 292, 8.25
34.83, 295, 8.56
34.84, 300, 9.04
34.86, 296, 9.38
34.88, 292, 9.60
34.90, 299, 10.05
34.92, 300, 10.54
34.94, 295, 10.85
34.96, 295, 11.13
34.98, 294, 11.42
35.00, 276, 11.11
35.02, 270, 10.60
35.04, 285, 10.56
35.06, 289, 10.66
35.08, 301, 11.19
35.10, 301, 11.67
35.12, 302, 12.21
35.14, 301, 12.76
35.16, 291, 12.95
35.18, 275, 12.60
35.19, 290, 12.75
35.22, 308, 13.47
35.24, 301, 13.97
35.26, 303, 14.53
35.27, 302, 15.07
35.29, 295, 15.35
35.31, 293, 15.62
35.33, 293, 15.34
35.35, 296, 14.49
35.37, 298, 13.25
35.39, 284, 12.39
35.41, 295, 12.09
35.43, 294, 11.79
35.45, 304, 12.04
35.47, 297, 11.85
35.49, 295, 11.42
35.51, 295, 10.83
35.53, 302, 10.71
35.55, 303, 10.51
35.57, 303, 10.30
35.59, 296, 10.19
35.61, 296, 10.03
35.63, 301, 9.80
35.65, 301, 9.74
35.67, 306, 9.95
35.69, 302, 9.79
35.71, 300, 9.55
35.72, 303, 9.54
35.74, 305, 9.62
35.76, 298, 9.46
35.78, 296, 9.85
35.80, 284, 10.03
35.82, 288, 9.88
35.84, 292, 9.73
35.86, 298, 9.36
35.87, 296, 8.94
35.89, 300, 8.57
35.91, 297, 8.14
35.93, 291, 7.82
35.95, 289, 7.98
35.97, 294, 7.78
35.99, 291, 6.92
36.01, 294, 6.36
36.03, 293, 5.67
36.04, 295, 5.07
36.06, 306, 5.06
36.08, 308, 5.16
36.10, 302, 5.07
36.12, 304, 4.97
36.14, 300, 4.72
36.16, 296, 4.79
36.17, 283, 4.09
36.19, 294, 3.80
36.21, 298, 3.30
36.23, 302, 3.16
36.25, 301, 3.08
36.27, 305, 3.13
36.29, 301, 2.82
36.31, 301, 2.49
36.32, 296, 1.99
36.34, 294, 1.66
36.36, 294, 1.33
36.38, 290, 0.71
36.40, 298, 0.36
36.42, 303, -0.00
36.44, 303, -0.23
36.46, 304, -0.34
36.48, 301, -0.66
36.50, 299, -1.10
36.52, 301, -1.25
36.54, 306, -1.17
36.56, 306, -0.70
36.58, 302, -0.50
36.60, 300, -0.48
36.62, 302, -0.59
36.63, 305, -0.52
36.65, 306, -0.54
36.67, 305, -0.49
36.69, 301, -0.36
36.71, 302, -0.13
36.73, 305, 0.03
36.75, 305, 0.31
36.77, 294, 0.15
36.79, 296, 0.11
36.81, 300, 0.14
36.83, 303, -0.08
36.85, 302, -0.40
36.87, 303, -0.50
36.89, 301, -0.72
36.91, 300, -0.83
36.93, 300, -0.82
36.94, 297, -0.47
36.97, 294, -0.56
36.99, 292, -0.84
37.01, 302, -0.91
37.03, 304, -0.89
37.04, 305, -0.96
37.06, 308, -0.81
37.08, 311, -0.54
37.10, 303, -0.37
37.12, 302, -0.15
37.14, 303, 0.11
37.16, 301, 0.44
37.18, 300, 0.50
37.20, 300, 0.40
37.22, 304, 0.44
37.24, 305, 0.48
37.26, 302, 0.53
37.27, 299, 0.55
37.29, 301, 0.58
37.31, 300, 0.42
37.33, 302, 0.31
37.35, 300, 0.26
37.37, 289, -0.09
37.39, 295, -0.30
37.41, 302, -0.38
37.43, 307, -0.34
37.45, 308, -0.23
37.47, 304, -0.12
37.49, 299, -0.22
37.51, 300, -0.38
37.53, 305, -0.39
37.54, 305, -0.03
37.57, 304, 0.22
37.58, 302, 0.28
37.60, 303, 0.28
37.62, 305, 0.39
37.64, 308, 0.57
37.66, 306, 0.75
37.68, 299, 0.74
37.70, 295, 0.60
37.72, 293, 0.48
37.73, 304, 0.82
37.75, 305, 1.26
37.77, 302, 1.29
37.79, 303, 1.28
37.81, 306, 1.34
37.83, 306, 1.29
37.85, 304, 1.08
37.87, 304, 1.13
37.88, 305, 1.23
37.90, 304, 1.26
37.92, 296, 1.09
37.94, 303, 1.17
37.96, 304, 1.29
37.98, 302, 1.22
38.00, 305, 1.20
38.02, 306, 1.32
38.03, 306, 1.54
38.05, 302, 1.56
38.07, 299, 1.51
38.09, 298, 1.37
38.11, 302, 1.43
38.13, 301, 1.83
38.15, 299, 1.97
38.17, 298, 1.85
38.18, 300, 1.63
38.20, 299, 1.34
38.22, 298, 1.15
38.24, 298, 1.12
38.26, 300, 1.13
38.28, 300, 0.98
38.30, 297, 0.71
38.31, 304, 0.71
38.33, 306, 0.83
38.35, 306, 0.93
38.37, 304, 0.88
38.39, 304, 0.74
38.41, 303, 0.62
38.43, 299, 0.60
38.45, 296, 0.62
38.46, 300, 0.84
38.48, 301, 0.72
38.50, 303, 0.62
38.52, 305, 0.68
38.54, 307, 0.78
38.56, 306, 0.75
38.58, 303, 0.62
38.60, 306, 0.66
38.62, 309, 0.79
38.63, 307, 0.83
38.65, 306, 0.87
38.67, 304, 1.10
38.69, 305, 1.14
38.71, 307, 1.21
38.73, 307, 1.35
38.74, 306, 1.35
38.76, 304, 1.25
38.78, 302, 1.08
38.80, 306, 1.17
38.82, 306, 1.36
38.84, 306, 1.60
38.86, 301, 1.53
38.88, 301, 1.48
38.90, 305, 1.63
38.91, 310, 1.98
38.93, 310, 2.28
38.95, 310, 2.61
38.97, 307, 2.88
38.99, 308, 3.19
39.01, 309, 3.46
39.03, 308, 3.70
39.04, 307, 4.02
39.06, 306, 4.07
39.08, 307, 4.07
39.10, 308, 4.12
39.12, 311, 4.34
39.14, 312, 4.58
39.16, 312, 4.87
39.18, 311, 5.25
39.19, 309, 5.68
39.21, 308, 5.91
39.23, 306, 6.07
39.25, 303, 6.06
39.27, 299, 5.84
39.29, 303, 5.68
39.31, 306, 5.66
39.33, 307, 5.79
39.34, 307, 5.80
39.36, 306, 5.69
39.38, 306, 5.62
39.40, 307, 5.64
39.42, 308, 5.74
39.44, 307, 5.78
39.46, 305, 5.69
39.47, 305, 5.58
39.49, 307, 5.58
39.51, 310, 5.75
39.53, 310, 5.99
39.55, 311, 6.13
39.57, 310, 6.23
39.59, 308, 6.26
39.61, 309, 6.48
39.63, 311, 6.78
39.64, 310, 6.91
39.66, 311, 6.90
39.68, 309, 6.79
39.70, 305, 6.57
39.72, 303, 6.37
39.74, 309, 6.32
39.76, 311, 6.30
39.78, 311, 6.30
39.79, 312, 6.38
39.81, 311, 6.43
39.83, 311, 6.48
39.85, 311, 6.47
39.87, 311, 6.36
39.89, 309, 6.14
39.91, 312, 6.02
39.92, 312, 5.93
39.94, 313, 5.91
39.96, 313, 5.94
39.98, 310, 5.91
40.00, 307, 5.90
40.02, 306, 5.98
40.04, 307, 5.98
40.06, 308, 5.91
40.07, 311, 5.89
40.09, 311, 5.88
40.11, 311, 5.90
40.13, 309, 5.87
40.15, 308, 5.75
40.17, 308, 5.61
40.19, 309, 5.54
40.21, 309, 5.53
40.22, 309, 5.52
40.24, 310, 5.48
40.26, 310, 5.34
40.28, 308, 5.11
40.30, 302, 4.67
40.32, 304, 4.32
40.34, 306, 4.09
40.35, 307, 3.86
40.37, 306, 3.52
40.39, 308, 3.29
40.41, 309, 3.04
40.43, 308, 2.84
40.45, 309, 2.81
40.47, 307, 2.78
40.49, 307, 2.56
40.51, 308, 2.30
40.52, 309, 2.08
40.54, 309, 1.82
40.56, 309, 1.59
40.58, 309, 1.36
40.60, 310, 1.17
40.62, 310, 0.97
40.64, 310, 0.85
40.65, 309, 0.60
40.67, 309, 0.36
40.69, 307, 0.01
40.71, 309, -0.27
40.73, 310, -0.42
40.75, 311, -0.43
40.77, 312, -0.38
40.79, 309, -0.47
40.81, 308, -0.61
40.83, 310, -0.79
40.85, 305, -1.13
40.87, 305, -1.48
40.89, 305, -1.75
40.91, 310, -1.83
40.93, 310, -1.89
40.95, 308, -2.06
40.97, 305, -2.32
40.99, 310, -2.43
41.01, 309, -2.59
41.03, 307, -2.81
41.05, 309, -2.90
41.07, 306, -2.88
41.09, 308, -2.85
41.11, 308, -2.88
41.13, 306, -3.01
41.15, 302, -3.21
41.17, 305, -3.39
41.19, 306, -3.56
41.20, 309, -3.59
41.22, 307, -3.71
41.24, 305, -3.84
41.26, 305, -3.96
41.28, 305, -4.11
41.30, 305, -4.27
41.32, 306, -4.41
41.34, 305, -4.57
41.36, 304, -4.76
41.38, 302, -5.04
41.40, 305, -5.21
41.42, 305, -5.39
41.44, 305, -5.51
41.46, 304, -5.68
41.48, 304, -5.76
41.50, 305, -5.88
41.52, 305, -6.02
41.54, 304, -6.25
41.56, 301, -6.57
41.58, 304, -6.73
41.60, 306, -6.77
41.62, 306, -6.87
41.64, 306, -6.82
41.66, 305, -6.78
41.68, 305, -6.75
41.70, 306, -6.82
41.72, 307, -6.88
41.74, 308, -6.83
41.76, 307, -6.71
41.78, 306, -6.77
41.80, 307, -6.78
41.82, 307, -6.70
41.84, 306, -6.74
41.86, 305, -6.69
41.88, 305, -6.71
41.90, 305, -6.75
41.92, 306, -6.67
41.94, 306, -6.48
41.96, 305, -6.38
41.97, 304, -6.36
41.99, 304, -6.42
42.01, 304, -6.44
42.03, 304, -6.37
42.05, 304, -6.31
42.07, 304, -6.24
42.09, 304, -6.16
42.11, 304, -6.11
42.13, 304, -6.04
42.15, 303, -5.95
42.17, 304, -5.75
42.19, 303, -5.70
42.21, 304, -5.59
42.23, 304, -5.49
42.25, 304, -5.34
42.27, 304, -5.21
42.29, 303, -5.11
42.31, 303, -5.03
42.33, 303, -4.90
42.35, 303, -4.68
42.37, 303, -4.54
42.39, 303, -4.47
42.41, 302, -4.42
42.43, 303, -4.34
42.45, 304, -4.21
42.47, 302, -4.13
42.49, 302, -4.09
42.51, 303, -4.04
42.53, 303, -4.03
42.55, 303, -3.99
42.57, 303, -3.92
42.59, 303, -3.87
42.61, 303, -3.83
42.63, 303, -3.75
42.65, 303, -3.66
42.67, 303, -3.55
42.69, 303, -3.44
42.71, 302, -3.40
42.73, 302, -3.37
42.75, 302, -3.31
42.77, 302, -3.21
42.78, 302, -3.11
42.81, 301, -3.05
42.83, 302, -2.95
42.85, 302, -2.85
42.86, 302, -2.76
42.88, 303, -2.64
42.90, 302, -2.55
42.92, 303, -2.43
42.94, 303, -2.28
42.96, 303, -2.17
42.98, 304, -1.99
43.00, 303, -1.89
43.02, 303, -1.78
43.04, 304, -1.65
43.06, 303, -1.55
43.08, 302, -1.45
43.10, 302, -1.36
43.12, 302, -1.27
43.14, 302, -1.18
43.16, 302, -1.10
43.18, 302, -1.02
43.20, 302, -0.91
43.22, 302, -0.83
43.24, 303, -0.76
43.26, 302, -0.66
43.28, 302, -0.55
43.30, 302, -0.49
43.32, 303, -0.38
43.34, 303, -0.29
43.36, 303, -0.19
43.38, 303, -0.09
43.40, 303, 0.01
43.42, 303, 0.10
43.44, 304, 0.22
43.45, 304, 0.34
43.47, 305, 0.50
43.49, 305, 0.68
43.51, 304, 0.83
43.53, 303, 0.94
43.55, 303, 1.06
43.57, 303, 1.17
43.58, 304, 1.34
43.60, 303, 1.45
43.62, 303, 1.56
43.64, 303, 1.66
43.66, 303, 1.74
43.68, 302, 1.80
43.70, 303, 1.86
43.72, 303, 1.93
43.74, 302, 1.95
43.75, 303, 1.97
43.77, 303, 2.02
43.79, 303, 2.07
43.81, 303, 2.08
43.83, 303, 2.13
43.85, 304, 2.24
43.87, 303, 2.31
43.88, 303, 2.37
43.90, 303, 2.44
43.92, 303, 2.51
43.94, 303, 2.57
43.96, 303, 2.63
43.98, 304, 2.72
44.00, 303, 2.74
44.02, 303, 2.79
44.03, 303, 2.85
44.05, 303, 2.90
44.07, 303, 2.91
44.09, 303, 2.92
44.11, 303, 2.94
44.13, 303, 2.94
44.15, 304, 2.98
44.17, 304, 3.01
44.18, 304, 3.00
44.20, 304, 2.99
44.22, 303, 2.91
44.24, 304, 2.86
44.26, 304, 2.84
44.28, 303, 2.81
44.30, 304, 2.82
44.31, 304, 2.83
44.33, 304, 2.79
44.35, 304, 2.78
44.37, 304, 2.78
44.39, 304, 2.77
44.41, 303, 2.72
44.43, 304, 2.74
44.45, 303, 2.70
44.47, 303, 2.64
44.48, 304, 2.66
44.50, 304, 2.64
44.52, 304, 2.62
44.54, 304, 2.60
44.56, 304, 2.58
44.58, 304, 2.57
44.60, 304, 2.51
44.62, 304, 2.48
44.63, 303, 2.42
44.65, 303, 2.36
44.67, 303, 2.29
44.69, 304, 2.26
44.71, 304, 2.23
44.73, 303, 2.13
44.75, 304, 2.09
44.76, 303, 2.02
44.78, 303, 1.95
44.80, 303, 1.88
44.82, 304, 1.84
44.84, 303, 1.77
44.86, 304, 1.72
44.88, 303, 1.65
44.90, 303, 1.54
44.91, 304, 1.47
44.93, 303, 1.36
44.95, 303, 1.25
44.97, 303, 1.18
44.99, 303, 1.07
45.01, 303, 0.97
45.03, 303, 0.90
45.04, 303, 0.79
45.06, 304, 0.72
45.08, 304, 0.65
45.10, 303, 0.55
45.12, 303, 0.45
45.14, 303, 0.35
45.16, 303, 0.28
45.18, 303, 0.18
45.19, 303, 0.11
45.21, 304, 0.08
45.23, 303, -0.02
45.25, 303, -0.12
45.27, 304, -0.19
45.29, 304, -0.25
45.31, 304, -0.32
45.33, 304, -0.38
45.35, 304, -0.44
45.37, 304, -0.50
45.39, 304, -0.53
45.41, 304, -0.55
45.43, 304, -0.58
45.45, 304, -0.63
45.47, 304, -0.69
45.49, 304, -0.70
45.51, 304, -0.76
45.53, 304, -0.77
45.55, 304, -0.78
45.57, 304, -0.80
45.59, 304, -0.84
45.61, 304, -0.85
45.63, 304, -0.89
45.65, 304, -0.90
45.67, 304, -0.90
45.69, 304, -0.93
45.71, 303, -0.97
45.73, 304, -0.96
45.75, 303, -0.99
45.77, 304, -0.98
45.79, 303, -1.00
45.81, 303, -1.03
45.83, 304, -1.01
45.85, 304, -1.03
45.86, 304, -1.04
45.88, 303, -1.05
45.90, 304, -1.03
45.92, 304, -1.01
45.94, 304, -0.98
45.96, 304, -0.95
45.98, 303, -0.95
46.00, 304, -0.95
46.02, 305, -0.89
46.04, 305, -0.82
46.06, 305, -0.79
46.08, 305, -0.75
46.10, 305, -0.71
46.12, 305, -0.67
46.14, 305, -0.62
46.16, 305, -0.58
46.18, 306, -0.50
46.20, 306, -0.43
46.22, 305, -0.38
46.24, 306, -0.30
46.26, 306, -0.22
46.28, 307, -0.11
46.30, 307, 0.00
46.32, 307, 0.11
46.34, 307, 0.23
46.36, 308, 0.38
46.37, 308, 0.52
46.39, 308, 0.67
46.41, 309, 0.85
46.43, 310, 1.07
46.45, 310, 1.28
46.47, 311, 1.53
46.49, 313, 1.88
46.51, 314, 2.23
46.52, 316, 2.68
46.54, 317, 3.12
46.56, 319, 3.66
46.58, 322, 4.31
46.60, 324, 4.99
46.62, 327, 5.76
46.64, 331, 6.66
46.65, 334, 7.72
46.67, 339, 8.88
46.69, 343, 10.19
46.71, 349, 11.69
46.73, 355, 13.37
46.75, 361, 15.27
46.77, 368, 17.39
46.79, 376, 19.73
46.81, 384, 22.29
46.83, 392, 25.14
46.85, 401, 28.32
46.87, 410, 31.71
46.89, 420, 35.42
46.91, 439, 39.89
46.93, 450, 44.63
46.95, 460, 49.59
46.97, 468, 54.87
46.99, 481, 60.68
47.01, 495, 66.75
47.03, 502, 73.13
47.05, 504, 79.64
47.07, 515, 86.30
47.09, 530, 93.42
47.11, 543, 101.08
47.13, 559, 108.94
47.15, 572, 116.87
47.17, 573, 125.23
47.19, 583, 133.67
47.21, 596, 142.46
