,192
Bottom time: 6964, Bottom avg: 841
7001,873
7011,883
7022,886
7032,889
7043,886
7053,889
7063,892
7073,895
7084,895
7095,894
7105,894
7115,899
7126,902
7136,902
7146,902
7157,898
7168,899
7178,900
7188,900
7198,904
7208,907
7219,907
7230,900
7240,901
7250,901
7261,904
7271,905
7281,907
7292,908
7303,911
7313,909
7323,906
7333,905
7344,906
7355,907
7365,909
7375,911
7386,916
7396,917
7406,918
7416,918
7428,920
7438,921
7448,923
7458,922
7469,923
7479,922
7490,924
7500,925
7511,925
7521,926
7531,927
7541,929
7552,931
7563,932
7573,932
7583,932
7593,934
7604,934
7614,937
7625,936
7635,936
7646,934
7656,934
7666,932
7676,932
7688,930
7698,929
7708,929
7718,928
7729,929
7739,927
7749,924
7760,921
7771,920
7781,922
7791,927
7801,928
7812,931
7823,933
7833,935
7843,937
7854,936
7864,936
7874,938
7884,939
7896,942
7906,942
7916,943
7926,944
7937,944
7947,944
7958,942
7968,943
7979,938
7989,939
7999,941
8009,942
8020,943
8031,940
8041,939
8051,935
8061,932
8072,932
8082,925
8093,931
8103,937
8114,938
8124,938
8134,939
8144,941
8156,941
8166,941
8176,942
8186,944
8197,944
8207,943
8217,942
8228,938
8239,936
8249,935
8259,931
8269,924
8280,921
8291,914
8301,908
End time: 8311, End avg: 908
Time to peak: 1348.00
Mass: 0.83
Distance: 48.53
Time: 97056.49
